note: This is not a comprehensive list of all Taco Bells. This is a list of all locations that have a store page on tacobell.com,,,,,,,,,,,,,,
data is current as of 28 August 2017,,,,,,,,,,,,,,
storeid,name,location-name,address,city,state,zip,phone,latitude,longitude,drive-thru,open-late,delivery,breakfast,combo w/
001764,Taco Bell #001764 - 201 S. Merriman Road,201 S. Merriman Road,201 S. Merriman Road,Westland,MI,48185,(734) 728-1795,42.30975572,-83.34894268,yes,yes,no,yes,
001795,Taco Bell #001795 - 5060 Delhi Ave,5060 Delhi Ave,5060 Delhi Ave,Cincinnati,OH,45238,(513) 451-7576,39.09547319,-84.61134613,yes,yes,no,yes,
001813,Taco Bell #001813 - 2509 S Smithville Rd.,2509 S Smithville Rd.,2509 S Smithville Rd.,Dayton,OH,45420,(937) 253-6439,39.73045266,-84.14165743,yes,yes,no,yes,
001817,Taco Bell #001817 - 3218 Dayton Xenia Rd,3218 Dayton Xenia Rd,3218 Dayton Xenia Rd,Beavercreek,OH,45434,(937) 426-8035,39.72759471,-84.05459498,yes,yes,no,yes,
001819,Taco Bell #001819 - 4380 Youngstown Poland Rd,4380 Youngstown Poland Rd,4380 Youngstown Poland Rd,Youngstown,OH,44514,(330) 755-1966,41.05602902,-80.61613083,yes,yes,no,yes,
001820,Taco Bell #001820 - 2100 S. Caraway Road,2100 S. Caraway Road,2100 S. Caraway Road,Jonesboro,AR,72401,(870) 932-9039,35.81947937,-90.67747195,yes,yes,no,yes,
001830,Taco Bell #001830 - 545 Lee St SW,545 Lee St SW,545 Lee St SW,Atlanta,GA,30310,(404) 753-8518,33.74002997,-84.41445395,yes,yes,yes,yes,
001846,Taco Bell #001846 - 718 Boulevard St.,718 Boulevard St.,718 Boulevard St.,Dover,OH,44622,(330) 343-5148,40.5127808,-81.45509537,yes,yes,no,yes,
001856,Taco Bell #001856 - 1501 Nile Drive,1501 Nile Drive,1501 Nile Drive,Corpus Christi,TX,78412,(361) 991-8241,27.69561164,-97.34742806,yes,yes,no,yes,
001863,Taco Bell #001863 - 6404 Glenwood Ave,6404 Glenwood Ave,6404 Glenwood Ave,Raleigh,NC,27612,(919) 787-9805,35.85872134,-78.70536898,yes,yes,no,yes,
001872,Taco Bell #001872 - 543 Jefferson Davis Hwy,543 Jefferson Davis Hwy,543 Jefferson Davis Hwy,Fredericksburg,VA,22401,(540) 371-2577,38.31227592,-77.47674733,yes,yes,no,yes,
001879,Taco Bell #001879 - 1051 Trowbridge Road,1051 Trowbridge Road,1051 Trowbridge Road,East Lansing,MI,48823,(517) 333-9644,42.71942332,-84.49752465,yes,yes,no,yes,
001880,Taco Bell #001880 - 701 Trenton Ave,701 Trenton Ave,701 Trenton Ave,Findlay,OH,45840,(419) 420-9430,41.05845201,-83.66208494,yes,yes,no,yes,
001886,Taco Bell #001886 - 2760 South Alma School,2760 South Alma School,2760 South Alma School,Mesa,AZ,85210,(480) 831-7846,33.36455179,-111.8605744,yes,yes,yes,yes,
001891,Taco Bell #001891 - 625 Baltimore Blvd,625 Baltimore Blvd,625 Baltimore Blvd,Westminster,MD,21157,(410) 751-6244,39.5623973,-76.97206215,yes,yes,no,yes,
001892,Taco Bell #001892 - 29925 Orchard Lake Road,29925 Orchard Lake Road,29925 Orchard Lake Road,Farmington Hills,MI,48334,(248) 626-2118,42.51641841,-83.36022384,yes,yes,no,yes,
001896,Taco Bell #001896 - 2407 Hardy St,2407 Hardy St,2407 Hardy St,Hattiesburg,MS,39401,(601) 582-2270,31.32504332,-89.32719603,yes,yes,no,yes,
001898,Taco Bell #001898 - 4809 W Market St,4809 W Market St,4809 W Market St,Greensboro,NC,27407,(336) 855-5230,36.06876484,-79.87085854,yes,yes,no,yes,
001899,Taco Bell #001899 - 7337 State Ave,7337 State Ave,7337 State Ave,Kansas City,KS,66112,(913) 334-6047,39.11624558,-94.7494626,yes,yes,no,yes,
001909,Taco Bell #001909 - 2454 Maple Street,2454 Maple Street,2454 Maple Street,Zanesville,OH,43701,(740) 454-0331,39.96829295,-82.00945415,yes,yes,no,yes,
001929,Taco Bell #001929 - 1226 W Prospect,1226 W Prospect,1226 W Prospect,Ashtabula,OH,44004,(440) 992-6446,41.86218319,-80.79882145,yes,yes,no,yes,
001937,Taco Bell #001937 - 2280 W. Stadium,2280 W. Stadium,2280 W. Stadium,Ann Arbor,MI,48103,(734) 663-4764,42.27604182,-83.77750079,yes,yes,no,yes,
001938,Taco Bell #001938 - 801 US 31 North,801 US 31 North,801 US 31 North,Greenwood,IN,46142,(317) 881-4843,39.62861435,-86.12125486,yes,yes,no,yes,
001940,Taco Bell #001940 - 5185 Turney Rd.,5185 Turney Rd.,5185 Turney Rd.,Garfield Heights,OH,44125,(216) 663-2978,41.42073233,-81.60833083,yes,yes,no,yes,
001950,Taco Bell #001950 - 7051 Dodge Street,7051 Dodge Street,7051 Dodge Street,Omaha,NE,68132,(402) 551-6886,41.25929155,-96.02194642,yes,yes,no,yes,
001957,Taco Bell #001957 - 9600 Montgomery Blvd NE,9600 Montgomery Blvd NE,9600 Montgomery Blvd NE,Albuquerque,NM,87111,(505) 293-0710,35.13031795,-106.5336594,yes,yes,no,yes,
001968,Taco Bell #001968 - 10484 Pelham Rd.,10484 Pelham Rd.,10484 Pelham Rd.,Taylor,MI,48180,(313) 291-4407,42.23113294,-83.23055438,yes,yes,no,yes,
001971,Taco Bell #001971 - 212 Wooster Rd,212 Wooster Rd,212 Wooster Rd,Barberton,OH,44203,(330) 745-3899,41.01593555,-81.60572372,yes,yes,no,yes,
001973,Taco Bell #001973 - 303 W Highland Ave,303 W Highland Ave,303 W Highland Ave,Selma,AL,36701,(334) 872-6034,32.43162442,-87.03538214,yes,yes,no,yes,
001974,Taco Bell #001974 - 303 W Highland Ave,303 W Highland Ave,303 W Highland Ave,Selma,AL,36701,(334) 872-6034,32.43162442,-87.03538214,yes,yes,no,yes,
001975,Taco Bell #001975 - 5380 Atlanta Hwy,5380 Atlanta Hwy,5380 Atlanta Hwy,Montgomery,AL,36109,(334) 272-7219,32.38128318,-86.21570215,yes,yes,no,yes,
001980,Taco Bell #001980 - 5380 Atlanta Hwy,5380 Atlanta Hwy,5380 Atlanta Hwy,Montgomery,AL,36109,(334) 272-7219,32.38128318,-86.21570215,yes,yes,no,yes,
001988,Taco Bell #001988 - 418 Florida Blvd,418 Florida Blvd,418 Florida Blvd,Denham Springs,LA,70726,(225) 665-3491,30.48054451,-90.95633894,yes,yes,no,yes,
001991,Taco Bell #001991 - 315 Claremont Ave,315 Claremont Ave,315 Claremont Ave,Ashland,OH,44805,(419) 289-6331,40.86671622,-82.3184377,yes,yes,no,yes,
001994,Taco Bell #001994 - 2220 Main Street,2220 Main Street,2220 Main Street,Longmont,CO,80501,(303) 651-1322,40.19836618,-105.1019396,yes,yes,no,yes,
001998,Taco Bell #001998 - 31305 Southfield Road,31305 Southfield Road,31305 Southfield Road,Beverly Hills,MI,48025,(248) 642-5727,42.5193591,-83.22385504,yes,yes,no,yes,
001999,Taco Bell #001999 - 3509 N Harlem,3509 N Harlem,3509 N Harlem,Chicago,IL,60634,(773) 685-7066,41.94359185,-87.8066956,yes,yes,no,yes,
002028,Taco Bell #002028 - 2210 Orchard Lake Rd,2210 Orchard Lake Rd,2210 Orchard Lake Rd,Sylvan Lake,MI,48320,(248) 682-0452,42.61276386,-83.32758411,yes,yes,no,yes,
002029,Taco Bell #002029 - 3902 Concord Pke,3902 Concord Pke,3902 Concord Pke,Wilmington,DE,19803,(302) 478-8993,39.80699578,-75.54909052,yes,yes,no,yes,
002035,Taco Bell #002035 - 251 North Litchfield Road,251 North Litchfield Road,251 North Litchfield Road,Goodyear,AZ,85338,(623) 925-9666,33.44920516,-112.3578525,yes,yes,no,yes,
002043,Taco Bell #002043 - 13745 S Cicero,13745 S Cicero,13745 S Cicero,Crestwood,IL,60445,(708) 389-8041,41.64277138,-87.73733675,yes,yes,no,yes,
002051,Taco Bell #002051 - 1076 Reservoir Ave,1076 Reservoir Ave,1076 Reservoir Ave,Cranston,RI,2910,(401) 944-9353,41.77186379,-71.45222694,yes,yes,no,yes,
002055,Taco Bell #002055 - 3350 E Washington Street,3350 E Washington Street,3350 E Washington Street,Indianapolis,IN,46201,(317) 634-1969,39.76917984,-86.10928644,yes,yes,no,yes,
002057,Taco Bell #002057 - 1700 N. Broad St.,1700 N. Broad St.,1700 N. Broad St.,Lansdale,PA,19446,(215) 855-4210,40.25708066,-75.2681306,yes,yes,no,yes,
002060,Taco Bell #002060 - 1812 N. Church St,1812 N. Church St,1812 N. Church St,Burlington,NC,27217,(336) 228-1174,36.09595064,-79.40729141,yes,yes,no,yes,
002066,Taco Bell #002066 - 105 E Ridge Rd,105 E Ridge Rd,105 E Ridge Rd,Griffith,IN,46319,(219) 972-2435,41.55041772,-87.42604627,yes,yes,no,yes,
002076,Taco Bell #002076 - 824 E. Admiral Doyle Drive,824 E. Admiral Doyle Drive,824 E. Admiral Doyle Drive,New Iberia,LA,70560,(337) 364-6636,29.98723858,-91.82487561,yes,yes,no,yes,
002079,Taco Bell #002079 - 2428 Highway 6,2428 Highway 6,2428 Highway 6,Grand Junction,CO,81505,(970) 241-5118,39.09012162,-108.6043435,yes,yes,no,yes,
002080,Taco Bell #002080 - 3350 E Andy Devine,3350 E Andy Devine,3350 E Andy Devine,Kingman,AZ,86401,(928) 757-7277,35.22144659,-114.0056885,yes,yes,no,yes,
002083,Taco Bell #002083 - 7475 Day Dr,7475 Day Dr,7475 Day Dr,Parma,OH,44129,(440) 886-6692,41.38022297,-81.73560441,yes,yes,no,yes,
002084,Taco Bell #002084 - 15500 Detroit Avenue,15500 Detroit Avenue,15500 Detroit Avenue,Lakewood,OH,44107,(216) 529-9454,41.4853126,-81.80524401,yes,yes,no,yes,
002086,Taco Bell #002086 - 1605 No Park Drive,1605 No Park Drive,1605 No Park Drive,Winslow,AZ,86047,(928) 289-4212,35.03702542,-110.6984407,yes,yes,no,yes,
002091,Taco Bell #002091 - 1115 Summit Ave,1115 Summit Ave,1115 Summit Ave,Greensboro,NC,27405,(336) 379-9127,36.09023302,-79.77357067,yes,yes,no,yes,
002096,Taco Bell #002096 - 920 Cleveland St,920 Cleveland St,920 Cleveland St,Elyria,OH,44035,(440) 365-5607,41.37994625,-82.06992567,yes,yes,no,yes,
002100,Taco Bell #002100 - 4955 Las Virgenes Rd,4955 Las Virgenes Rd,4955 Las Virgenes Rd,Calabasas,CA,91302,(818) 880-5845,34.1475728,-118.6982363,yes,yes,yes,yes,
002106,Taco Bell #002106 - 1479 Mineral Springs Ave.,1479 Mineral Springs Ave.,1479 Mineral Springs Ave.,North Providence,RI,2904,(401) 353-9066,41.86582564,-71.44411911,yes,yes,no,yes,
002111,Taco Bell #002111 - 3423 W 86th St,3423 W 86th St,3423 W 86th St,Indianapolis,IN,46268,(317) 875-5958,39.91127433,-86.21906389,yes,yes,yes,yes,
002113,Taco Bell #002113 - 35020 Euclid Ave,35020 Euclid Ave,35020 Euclid Ave,Willoughby,OH,44094,(440) 946-3179,41.62477719,-81.43878177,yes,yes,no,yes,
002114,Taco Bell #002114 - 7275 W 10th St,7275 W 10th St,7275 W 10th St,Indianapolis,IN,46214,(317) 248-9079,39.77884682,-86.28846361,yes,yes,no,yes,
002124,Taco Bell #002124 - 514 Washington St,514 Washington St,514 Washington St,Attleboro,MA,2703,(508) 399-6138,41.91436147,-71.36071591,yes,yes,no,yes,
002126,Taco Bell #002126 - 320 N Northwest Hwy,320 N Northwest Hwy,320 N Northwest Hwy,Palatine,IL,60067,(847) 359-5680,42.1166095,-88.03433964,yes,yes,no,yes,
002131,Taco Bell #002131 - 14839 Telegraph Rd,14839 Telegraph Rd,14839 Telegraph Rd,Taylor,MI,48180,(734) 287-8855,42.19835223,-83.26724894,yes,yes,no,yes,
002140,Taco Bell #002140 - 550 Alter Street,550 Alter Street,550 Alter Street,Broomfield,CO,80020,(303) 460-7307,39.92437763,-105.0914482,yes,yes,no,yes,
002141,Taco Bell #002141 - 26002 Euclid Ave,26002 Euclid Ave,26002 Euclid Ave,Euclid,OH,44132,(216) 731-6061,41.58815881,-81.50077037,yes,yes,no,yes,
002147,Taco Bell #002147 - 1812 Richmond Rd,1812 Richmond Rd,1812 Richmond Rd,Williamsburg,VA,23185,(757) 253-1092,37.29652959,-76.72660068,yes,yes,no,yes,
002149,Taco Bell #002149 - 216 S Timberland,216 S Timberland,216 S Timberland,Lufkin,TX,75901,(936) 637-3745,31.33338303,-94.72067311,yes,yes,no,yes,
002150,Taco Bell #002150 - 1605 North St.,1605 North St.,1605 North St.,Nacogdoches,TX,75965,(936) 560-2758,31.61718445,-94.65318284,yes,yes,no,yes,
002152,Taco Bell #002152 - 660 S Lapeer Rd,660 S Lapeer Rd,660 S Lapeer Rd,Lake Orion,MI,48362,(248) 693-8072,42.77382376,-83.23956325,yes,yes,no,yes,
002155,Taco Bell #002155 - 5611 S La Grange Rd,5611 S La Grange Rd,5611 S La Grange Rd,Countryside,IL,60525,(708) 354-5535,41.78830497,-87.86826342,yes,yes,no,yes,
002156,Taco Bell #002156 - 825 W North Ave,825 W North Ave,825 W North Ave,Melrose Park,IL,60160,(708) 343-8060,41.9086991,-87.84426664,yes,yes,no,yes,
002159,Taco Bell #002159 - 1799 3rd Street SW,1799 3rd Street SW,1799 3rd Street SW,Winter Haven,FL,33880,(863) 293-7790,28.00435637,-81.73123776,yes,yes,no,yes,
002163,Taco Bell #002163 - 2025 W Thomas St.,2025 W Thomas St.,2025 W Thomas St.,Hammond,LA,70401,(985) 345-1971,30.50054992,-90.48331127,yes,yes,no,yes,
002166,Taco Bell #002166 - 1761 Howell Mill Rd NW,1761 Howell Mill Rd NW,1761 Howell Mill Rd NW,Atlanta,GA,30318,(404) 355-4997,33.80207382,-84.41471279,yes,yes,yes,yes,
002167,Taco Bell #002167 - 4302 Kirkwood Hwy,4302 Kirkwood Hwy,4302 Kirkwood Hwy,Wilmington,DE,19808,(302) 998-3808,39.72752045,-75.64978977,yes,yes,no,yes,
002170,Taco Bell #002170 - 1872 E State St,1872 E State St,1872 E State St,Salem,OH,44460,(330) 337-0997,40.90139035,-80.83455786,yes,yes,no,yes,
002177,Taco Bell #002177 - 2640 East Tudor Road,2640 East Tudor Road,2640 East Tudor Road,Anchorage,AK,99507,(907) 562-2210,61.18049488,-149.8312525,yes,yes,no,yes,
002181,Taco Bell #002181 - 973 High Street,973 High Street,973 High Street,Wadsworth,OH,44281,(330) 336-9242,41.04946536,-81.72824993,yes,yes,no,yes,
002187,Taco Bell #002187 - 320 E Wooster,320 E Wooster,320 E Wooster,Bowling Green,OH,43402,(419) 354-1155,41.37458573,-83.6465304,yes,yes,no,yes,
002188,Taco Bell #002188 - 1530 W Algonquin Rd,1530 W Algonquin Rd,1530 W Algonquin Rd,Arlington Heights,IL,60005,(847) 259-9702,42.05698611,-88.00220652,yes,yes,no,no,
002189,Taco Bell #002189 - 1225 W Colton,1225 W Colton,1225 W Colton,Redlands,CA,92374,(909) 792-6664,34.06247458,-117.2010335,yes,yes,no,yes,
002192,Taco Bell #002192 - 5780 Broadview Rd,5780 Broadview Rd,5780 Broadview Rd,Parma,OH,44134,(216) 459-1894,41.40557034,-81.69157997,yes,yes,no,yes,
002201,Taco Bell #002201 - 301 MacCorkle Ave,301 MacCorkle Ave,301 MacCorkle Ave,Saint Albans,WV,25177,(304) 722-2661,38.38912612,-81.83344777,yes,yes,no,yes,
002209,Taco Bell #002209 - 11701 W Colfax,11701 W Colfax,11701 W Colfax,Lakewood,CO,80215,(303) 233-5574,39.74050367,-105.1299414,yes,yes,yes,yes,
002220,Taco Bell #002220 - 6720 Midlothian Turnpike,6720 Midlothian Turnpike,6720 Midlothian Turnpike,Richmond,VA,23225,(804) 745-3301,37.50289198,-77.51989663,yes,yes,no,yes,
002224,Taco Bell #002224 - 15220 E 12 Mile Rd,15220 E 12 Mile Rd,15220 E 12 Mile Rd,Roseville,MI,48066,(586) 445-0394,42.50851475,-82.96775891,yes,yes,no,yes,
002236,Taco Bell #002236 - 11620 SE Mill Plain Blvd,11620 SE Mill Plain Blvd,11620 SE Mill Plain Blvd,Vancouver,WA,98684,(360) 254-1415,45.62111045,-122.5522996,yes,yes,no,yes,
002252,Taco Bell #002252 - 3420 SW Cedar Hills Blvd,3420 SW Cedar Hills Blvd,3420 SW Cedar Hills Blvd,Beaverton,OR,97005,(503) 626-6837,45.49494116,-122.8092648,yes,yes,no,yes,
002253,Taco Bell #002253 - 1237 Trotwood Ave,1237 Trotwood Ave,1237 Trotwood Ave,Columbia,TN,38401,(931) 388-3015,35.60485166,-87.06626952,yes,yes,no,yes,
002258,Taco Bell #002258 - 1117 S Clearview Pkwy,1117 S Clearview Pkwy,1117 S Clearview Pkwy,Jefferson,LA,70121,(504) 733-4428,29.96033751,-90.18338531,yes,yes,no,yes,
002259,Taco Bell #002259 - 1045 W 9 Mile Road,1045 W 9 Mile Road,1045 W 9 Mile Road,Ferndale,MI,48220,(248) 542-2898,42.46009074,-83.14707801,yes,yes,no,yes,
002260,Taco Bell #002260 - 1000 Brown Street,1000 Brown Street,1000 Brown Street,Dayton,OH,45409,(937) 461-9568,39.74516684,-84.18265343,yes,yes,no,yes,
002263,Taco Bell #002263 - 920 Bridge St,920 Bridge St,920 Bridge St,Brighton,CO,80601,(303) 654-0158,39.98649399,-104.8106957,yes,yes,no,yes,
002273,Taco Bell #002273 - 101 SE 29th Street,101 SE 29th Street,101 SE 29th Street,Topeka,KS,66605,(785) 267-3239,39.01478777,-95.68129782,yes,yes,no,yes,
002274,Taco Bell #002274 - 2101 No Verity Pkwy,2101 No Verity Pkwy,2101 No Verity Pkwy,Middletown,OH,45042,(513) 425-9558,39.52654205,-84.38923556,yes,yes,no,yes,
002275,Taco Bell #002275 - 5709 MacCorkle Ave SE,5709 MacCorkle Ave SE,5709 MacCorkle Ave SE,Charleston,WV,25304,(304) 925-6034,38.31252868,-81.56687911,yes,yes,no,yes,
002277,Taco Bell #002277 - 1335 W Kearney St,1335 W Kearney St,1335 W Kearney St,Springfield,MO,65803,(417) 831-0076,37.2412213,-93.30791473,yes,yes,no,yes,
002278,Taco Bell #002278 - 3776 W 150th Street,3776 W 150th Street,3776 W 150th Street,Cleveland,OH,44111,(216) 251-6333,41.45185697,-81.80180139,yes,yes,no,yes,
002279,Taco Bell #002279 - 1607 E. Kemper Road,1607 E. Kemper Road,1607 E. Kemper Road,Cincinnati,OH,45246,(513) 772-3290,39.28511084,-84.44557348,yes,yes,no,yes,
002289,Taco Bell #002289 - 807 Nashville Pike,807 Nashville Pike,807 Nashville Pike,Gallatin,TN,37066,(615) 452-4154,36.37986973,-86.46447293,yes,yes,no,yes,
002294,Taco Bell #002294 - 110 E Pulaski Hwy,110 E Pulaski Hwy,110 E Pulaski Hwy,Elkton,MD,21921,(410) 398-8155,39.59913391,-75.82589344,yes,yes,no,yes,
002298,Taco Bell #002298 - 1804 Fort Jones Rd,1804 Fort Jones Rd,1804 Fort Jones Rd,Yreka,CA,96097,(530) 842-3686,41.70290899,-122.6443452,yes,yes,no,yes,
002299,Taco Bell #002299 - 4413 Western Ave,4413 Western Ave,4413 Western Ave,Knoxville,TN,37921,(865) 637-7231,35.97312004,-83.98453472,yes,yes,no,yes,
002302,Taco Bell #002302 - 77 College Rd,77 College Rd,77 College Rd,Fairbanks,AK,99701,(907) 452-3166,64.85296237,-147.7138335,yes,yes,no,yes,
002309,Taco Bell #002309 - 3378 Poplar Ave,3378 Poplar Ave,3378 Poplar Ave,Memphis,TN,38111,(901) 323-9229,35.12926639,-89.94953518,yes,yes,no,yes,
002319,Taco Bell #002319 - 1438 Los Angeles Ave,1438 Los Angeles Ave,1438 Los Angeles Ave,Simi Valley,CA,93065,(805) 526-1222,34.27137014,-118.771179,yes,yes,yes,yes,
002321,Taco Bell #002321 - 305 N Lowry St,305 N Lowry St,305 N Lowry St,Smyrna,TN,37167,(615) 355-1981,35.99197704,-86.526529,yes,yes,no,yes,
002322,Taco Bell #002322 - 15160 E Mississippi,15160 E Mississippi,15160 E Mississippi,Aurora,CO,80012,(303) 337-1591,39.69630454,-104.8113211,yes,yes,no,yes,
002323,Taco Bell #002323 - 804 England Street,804 England Street,804 England Street,Ashland,VA,23005,(804) 798-0635,37.75876217,-77.46692776,yes,yes,no,yes,
002326,Taco Bell #002326 - 2013 NW Topeka Blvd,2013 NW Topeka Blvd,2013 NW Topeka Blvd,Topeka,KS,66608,(785) 234-6293,39.08599868,-95.66550229,yes,yes,no,yes,
002329,Taco Bell #002329 - 4747 Coldwater Rd,4747 Coldwater Rd,4747 Coldwater Rd,Fort Wayne,IN,46825,(260) 484-6114,41.12138611,-85.13600707,yes,yes,no,yes,
002332,Taco Bell #002332 - 1633 North Expressway,1633 North Expressway,1633 North Expressway,Griffin,GA,30223,(770) 229-5481,33.27616185,-84.29193362,yes,yes,no,yes,
002334,Taco Bell #002334 - 820 S Highway 65,820 S Highway 65,820 S Highway 65,Sedalia,MO,65301,(660) 826-9147,38.70412453,-93.25092584,yes,yes,no,yes,
002358,Taco Bell #002358 - 1717 Grass Valley Hwy,1717 Grass Valley Hwy,1717 Grass Valley Hwy,Auburn,CA,95603,(530) 823-2445,38.92715293,-121.0872316,yes,yes,no,yes,
002359,Taco Bell #002359 - 270 E Army Trail Rd,270 E Army Trail Rd,270 E Army Trail Rd,Glendale Heights,IL,60139,(630) 295-8291,41.93710904,-88.07795607,yes,yes,no,yes,
002360,Taco Bell #002360 - 601 High Street,601 High Street,601 High Street,Mount Holly,NJ,8060,(609) 261-2616,40.00775582,-74.79681014,yes,yes,no,yes,
002363,Taco Bell #002363 - 4900 Central Ave NE,4900 Central Ave NE,4900 Central Ave NE,Minneapolis,MN,55421,(763) 571-5494,45.05744389,-93.24820266,yes,yes,yes,yes,
002365,Taco Bell #002365 - 11020 Hamilton Ave,11020 Hamilton Ave,11020 Hamilton Ave,Cincinnati,OH,45231,(513) 825-3179,39.27907636,-84.56334163,yes,yes,no,yes,
002366,Taco Bell #002366 - 701 N Maguire St,701 N Maguire St,701 N Maguire St,Warrensburg,MO,64093,(660) 747-2877,38.77144222,-93.73488754,yes,yes,no,yes,
002367,Taco Bell #002367 - 1561 Fitzgerald Dr,1561 Fitzgerald Dr,1561 Fitzgerald Dr,Pinole,CA,94564,(510) 222-9598,37.99198265,-122.3029281,yes,yes,no,yes,
002369,Taco Bell #002369 - 1540 Stinson Blvd NE,1540 Stinson Blvd NE,1540 Stinson Blvd NE,Minneapolis,MN,55413,(612) 379-8044,45.00370606,-93.22792484,yes,yes,yes,yes,
002374,Taco Bell #002374 - 800 E Alosta,800 E Alosta,800 E Alosta,Azusa,CA,91702,(626) 334-9595,34.12940342,-117.8933575,yes,yes,no,yes,
002384,Taco Bell #002384 - 2010 Ross Osage,2010 Ross Osage,2010 Ross Osage,Amarillo,TX,79103,(806) 331-3977,35.19149516,-101.8175957,yes,yes,no,yes,
002389,Taco Bell #002389 - 1630 Robert St S,1630 Robert St S,1630 Robert St S,Saint Paul,MN,55118,(651) 451-7552,44.8973855,-93.08015629,yes,yes,yes,yes,
002393,Taco Bell #002393 - 15110 Highway 7,15110 Highway 7,15110 Highway 7,Minnetonka,MN,55345,(952) 933-3199,44.92179391,-93.47199679,yes,yes,yes,yes,
002395,Taco Bell #002395 - 85 Fort Dix St,85 Fort Dix St,85 Fort Dix St,Wrightstown,NJ,8562,(609) 723-1223,40.03687251,-74.61743726,yes,yes,no,yes,
002396,Taco Bell #002396 - 7201 JFK Blvd,7201 JFK Blvd,7201 JFK Blvd,Sherwood,AR,72120,(501) 835-3357,34.82061678,-92.2331319,yes,yes,no,yes,
002398,Taco Bell #002398 - 977 SW Oak St,977 SW Oak St,977 SW Oak St,Hillsboro,OR,97123,(503) 648-8223,45.51921525,-123.0009595,yes,yes,no,yes,
002401,Taco Bell #002401 - 4910 Shelbyville Rd,4910 Shelbyville Rd,4910 Shelbyville Rd,Louisville,KY,40207,(502) 893-6084,38.25012449,-85.62562783,yes,yes,no,yes,
002403,Taco Bell #002403 - 5041 S. Jellison Way,5041 S. Jellison Way,5041 S. Jellison Way,Littleton,CO,80123,(303) 972-4118,39.62519223,-105.1094024,yes,yes,no,yes,
002412,Taco Bell #002412 - 46690 Mission Blvd,46690 Mission Blvd,46690 Mission Blvd,Fremont,CA,94538,(510) 623-7383,37.49108945,-121.9271761,yes,yes,yes,yes,
002417,Taco Bell #002417 - 6620 Wayzata Blvd,6620 Wayzata Blvd,6620 Wayzata Blvd,Golden Valley,MN,55426,(763) 542-8401,44.97212888,-93.36443804,yes,yes,yes,yes,
002420,Taco Bell #002420 - 2121 Pleasant Hill Road,2121 Pleasant Hill Road,2121 Pleasant Hill Road,Duluth,GA,30096,(770) 476-8514,33.9579088,-84.13447953,yes,yes,no,yes,
002421,Taco Bell #002421 - 2104 W. Roosevelt Blvd.,2104 W. Roosevelt Blvd.,2104 W. Roosevelt Blvd.,Monroe,NC,28110,(704) 283-8909,35.0061638,-80.5577378,yes,yes,no,yes,
002425,Taco Bell #002425 - 402 Ave Q,402 Ave Q,402 Ave Q,Lubbock,TX,79401,(806) 687-7682,33.59199791,-101.8556803,yes,yes,no,yes,
002426,Taco Bell #002426 - 6956 Ogden Ave,6956 Ogden Ave,6956 Ogden Ave,Berwyn,IL,60402,(708) 749-4747,41.82543206,-87.7970132,yes,yes,no,yes,
002427,Taco Bell #002427 - 10906 Scarsdale Blvd #B,10906 Scarsdale Blvd,10906 Scarsdale Blvd #B,Houston,TX,77089,(281) 484-8501,29.58585737,-95.21169305,yes,yes,no,yes,
002433,Taco Bell #002433 - 4910 Towson Avenue,4910 Towson Avenue,4910 Towson Avenue,Fort Smith,AR,72901,(479) 646-9623,35.33682945,-94.42314868,yes,yes,no,yes,
002434,Taco Bell #002434 - 8541 W Grand River Avenue,8541 W Grand River Avenue,8541 W Grand River Avenue,Brighton,MI,48116,(810) 227-6023,42.54203524,-83.78660045,yes,yes,no,yes,
002439,Taco Bell #002439 - 16040 SE 82nd Dr,16040 SE 82nd Dr,16040 SE 82nd Dr,Clackamas,OR,97015,(503) 655-3560,45.40651419,-122.5686019,yes,yes,no,yes,
002440,Taco Bell #002440 - 13709 Walsingham Rd,13709 Walsingham Rd,13709 Walsingham Rd,Largo,FL,33774,(727) 596-5483,27.88085989,-82.82856963,yes,yes,no,yes,
002442,Taco Bell #002442 - 5225 East Bay Drive,5225 East Bay Drive,5225 East Bay Drive,Clearwater,FL,33764,(727) 531-8655,27.91582572,-82.73247421,yes,yes,no,yes,
002444,Taco Bell #002444 - 800 W Ventura St,800 W Ventura St,800 W Ventura St,Fillmore,CA,93015,(805) 524-2891,34.39554453,-118.9202974,yes,yes,no,yes,
002448,Taco Bell #002448 - 3411 Bradshaw Road,3411 Bradshaw Road,3411 Bradshaw Road,Sacramento,CA,95827,(916) 368-7101,38.56152683,-121.335636,yes,yes,no,yes,
002450,Taco Bell #002450 - 125 W Los Angeles Ave,125 W Los Angeles Ave,125 W Los Angeles Ave,Moorpark,CA,93021,(805) 529-7480,34.27920873,-118.8836329,yes,yes,yes,yes,
002453,Taco Bell #002453 - 1204 N Lake St,1204 N Lake St,1204 N Lake St,Aurora,IL,60506,(630) 897-0088,41.78093297,-88.31734702,yes,yes,no,yes,
